,amount of SP,different upvote receiver,downvotes,names,price in $,self upvotes,timestamp,upvotes
119,"40,942945717996004",8,0,successbd,"19,678518491603473",19,2018-02-12T19:28:36,19
120,"8999,2612087006",122,0,everittdmickey,"4325,339200700104",47,2018-02-12T19:28:39,321
121,"46,61235833421094",4,0,bitcoincashmaker,"22,403423577162037",2,2018-02-12T19:28:42,3
122,"9086,699382936335",122,0,everittdmickey,"4367,3648463490845",47,2018-02-12T19:29:00,321
123,"17911,527393900917",5,0,milaoz,"8608,865748485121",25,2018-02-12T19:29:03,23
124,"2174,4552731172093",8,0,lyubovbar,"1045,1143060376774",14,2018-02-12T19:29:06,29
125,"187,7445504596094",31,0,adrym,"90,2361699464461",0,2018-02-12T19:29:09,34
126,"18,59938890622218",43,0,baycan,"8,93947448345767",2,2018-02-12T19:29:18,55
127,"360,0827320247839",557,0,robin5581,"173,06753523458096",8,2018-02-12T19:30:00,645
128,"330,5048762740189",29,0,andreea290,"158,8514506044617",3,2018-02-12T19:30:51,31
129,"9,323870849899356",35,0,yasu,"4,481357208561096",2,2018-02-12T19:31:27,86
130,"9235,470277617378",122,0,everittdmickey,"4438,869002941963",47,2018-02-12T19:31:30,321
131,"38,11355960487258",9,0,gwills06,"18,318623008496775",5,2018-02-12T19:31:33,11
132,"482,333046495033",53,0,jonesteemit,"231,82503379066887",0,2018-02-12T19:31:36,77
133,"1005,5068964487706",25,0,santana33,"483,2794931632106",2,2018-02-12T19:31:54,25
134,"69,6675045834703",4,0,rocketboost,"33,484480736985745",0,2018-02-12T19:32:21,19
135,"789,2566771263674",23,0,themagus,"379,3425666640806",4,2018-02-12T19:32:48,59
136,"68,28837423277616",43,0,aschatria,"32,82162559472524",0,2018-02-12T19:33:00,52
137,"3,7423493014423976",151,1,futuremind,"1,7986954440873129",2,2018-02-12T19:33:09,207
138,"944,4811504541818",43,0,victorbz,"453,9485241779826",13,2018-02-12T19:33:21,58
139,"20,688930794119027",24,0,veber88,"9,943776640004375",2,2018-02-12T19:33:30,29
140,"215,1603642451654",5,0,minnowunited,"103,4131065122069",1,2018-02-12T19:33:48,7
141,"17,416625188512246",159,0,aremuadekunle,"8,370999565935495",7,2018-02-12T19:33:51,210
142,"8,235768485101454",44,0,teemocat,"3,958379632548009",2,2018-02-12T19:33:54,54
143,"229,29239461354774",84,0,qustodian,"110,20542240573283",0,2018-02-12T19:34:00,148
144,"716,7348755980368",84,0,qustodian,"344,48621748370454",0,2018-02-12T19:34:03,148
145,"275,38469387607734",89,0,fishyculture,"132,35888858780913",6,2018-02-12T19:34:12,149
